t, pos_x, pos_z, pos_x_ref, pos_z_ref, vel_x, vel_z, z_vel
0.001000, -0.000000, -0.480000, 0.000000, -0.480000, 0.753982, 0.039731, 0.000000
0.002000, 0.000033, -0.480005, 0.000000, -0.480000, 0.754020, 0.039773, 0.015746
0.003000, 0.000042, -0.480009, 0.000000, -0.480000, 0.754035, 0.039779, 0.005926
0.004000, 0.000042, -0.480016, 0.000000, -0.480000, 0.754045, 0.039765, -0.003847
0.005000, 0.000036, -0.480024, 0.000000, -0.480000, 0.754053, 0.039742, -0.013638
0.006000, 0.000031, -0.480031, 0.000000, -0.480000, 0.754059, 0.039718, -0.023459
0.007000, 0.000028, -0.480037, 0.000000, -0.480000, 0.754066, 0.039702, -0.033299
0.008000, 0.000029, -0.480041, 0.000000, -0.480000, 0.754074, 0.039694, -0.043141
0.009000, 0.000032, -0.480045, 0.000000, -0.480000, 0.754082, 0.039693, -0.052966
0.010000, 0.000036, -0.480047, 0.000000, -0.480000, 0.754090, 0.039694, -0.062766
0.011000, 0.000039, -0.480050, 0.000000, -0.480000, 0.754097, 0.039695, -0.072541
0.012000, 0.000042, -0.480052, 0.000000, -0.480000, 0.754103, 0.039693, -0.082296
0.013000, 0.000042, -0.480055, 0.000000, -0.480000, 0.754108, 0.039689, -0.092037
0.014000, 0.000042, -0.480058, 0.000000, -0.480000, 0.754112, 0.039683, -0.101771
0.015000, 0.000042, -0.480061, 0.000000, -0.480000, 0.754116, 0.039677, -0.111498
0.016000, 0.000042, -0.480063, 0.000000, -0.480000, 0.754119, 0.039672, -0.121220
0.017000, 0.000042, -0.480065, 0.000000, -0.480000, 0.754123, 0.039669, -0.130933
0.018000, 0.000043, -0.480067, 0.000000, -0.480000, 0.754126, 0.039667, -0.140635
0.019000, 0.000043, -0.480068, 0.000000, -0.480000, 0.754129, 0.039665, -0.150324
0.020000, 0.000044, -0.480069, 0.000000, -0.480000, 0.754131, 0.039663, -0.160002
0.021000, 0.000044, -0.480071, 0.000000, -0.480000, 0.754134, 0.039661, -0.169668
0.022000, 0.000044, -0.480072, 0.000000, -0.480000, 0.754136, 0.039659, -0.179323
0.023000, 0.000044, -0.480073, 0.000000, -0.480000, 0.754137, 0.039657, -0.188968
0.024000, 0.000044, -0.480074, 0.000000, -0.480000, 0.754139, 0.039655, -0.198604
0.025000, 0.000044, -0.480075, 0.000000, -0.480000, 0.754140, 0.039653, -0.208231
0.026000, 0.000044, -0.480076, 0.000000, -0.480000, 0.754142, 0.039652, -0.217848
0.027000, 0.000044, -0.480076, 0.000000, -0.480000, 0.754143, 0.039650, -0.227455
0.028000, 0.000044, -0.480077, 0.000000, -0.480000, 0.754144, 0.039649, -0.237053
0.029000, 0.000044, -0.480077, 0.000000, -0.480000, 0.754144, 0.039648, -0.246640
0.030000, 0.000044, -0.480078, 0.000000, -0.480000, 0.754145, 0.039647, -0.256217
0.031000, 0.000044, -0.480078, 0.000000, -0.480000, 0.754146, 0.039645, -0.265785
0.032000, 0.000044, -0.480079, 0.000000, -0.480000, 0.754146, 0.039644, -0.275343
0.033000, 0.000044, -0.480079, 0.000000, -0.480000, 0.754147, 0.039643, -0.284892
0.034000, 0.000043, -0.480080, 0.000000, -0.480000, 0.754147, 0.039642, -0.294431
0.035000, 0.000043, -0.480080, 0.000000, -0.480000, 0.754148, 0.039641, -0.303961
0.036000, 0.000043, -0.480080, 0.000000, -0.480000, 0.754148, 0.039640, -0.313481
0.037000, 0.000043, -0.480081, 0.000000, -0.480000, 0.754148, 0.039639, -0.322993
0.038000, 0.000043, -0.480081, 0.000000, -0.480000, 0.754148, 0.039638, -0.332494
0.039000, 0.000042, -0.480081, 0.000000, -0.480000, 0.754148, 0.039638, -0.341987
0.040000, 0.000042, -0.480081, 0.000000, -0.480000, 0.754148, 0.039637, -0.351470
0.041000, 0.000042, -0.480081, 0.000000, -0.480000, 0.754149, 0.039636, -0.360944
0.042000, 0.000042, -0.480082, 0.000000, -0.480000, 0.754149, 0.039635, -0.370409
0.043000, 0.000041, -0.480082, 0.000000, -0.480000, 0.754149, 0.039634, -0.379864
0.044000, 0.000041, -0.480082, 0.000000, -0.480000, 0.754149, 0.039634, -0.389310
0.045000, 0.000041, -0.480082, 0.000000, -0.480000, 0.754149, 0.039633, -0.398748
0.046000, 0.000041, -0.480082, 0.000000, -0.480000, 0.754149, 0.039632, -0.408176
0.047000, 0.000040, -0.480083, 0.000000, -0.480000, 0.754149, 0.039632, -0.417595
0.048000, 0.000040, -0.480083, 0.000000, -0.480000, 0.754149, 0.039631, -0.427005
0.049000, 0.000040, -0.480083, 0.000000, -0.480000, 0.754149, 0.039630, -0.436406
0.050000, 0.000040, -0.480083, 0.000000, -0.480000, 0.754149, 0.039629, -0.445798
0.051000, 0.000039, -0.480083, 0.000000, -0.480000, 0.754149, 0.039629, -0.455181
0.052000, 0.000039, -0.480084, 0.000000, -0.480000, 0.754149, 0.039628, -0.464554
0.053000, 0.000039, -0.480084, 0.000000, -0.480000, 0.754150, 0.039627, -0.473919
0.054000, 0.000039, -0.480084, 0.000000, -0.480000, 0.754150, 0.039626, -0.483275
0.055000, 0.000038, -0.480084, 0.000000, -0.480000, 0.754150, 0.039625, -0.492622
0.056000, 0.000038, -0.480084, 0.000000, -0.480000, 0.754150, 0.039625, -0.501961
0.057000, 0.000038, -0.480085, 0.000000, -0.480000, 0.754150, 0.039624, -0.511290
0.058000, 0.000038, -0.480085, 0.000000, -0.480000, 0.754150, 0.039623, -0.520610
0.059000, 0.000038, -0.480085, 0.000000, -0.480000, 0.754151, 0.039622, -0.529922
0.060000, 0.000037, -0.480086, 0.000000, -0.480000, 0.754151, 0.039621, -0.539224
0.061000, 0.000037, -0.480086, 0.000000, -0.480000, 0.754151, 0.039620, -0.548518
0.062000, 0.000037, -0.480086, 0.000000, -0.480000, 0.754152, 0.039620, -0.557803
0.063000, 0.000037, -0.480086, 0.000000, -0.480000, 0.754152, 0.039619, -0.567079
0.064000, 0.000037, -0.480087, 0.000000, -0.480000, 0.754152, 0.039618, -0.576346
0.065000, 0.000037, -0.480087, 0.000000, -0.480000, 0.754153, 0.039617, -0.585605
0.066000, 0.000037, -0.480088, 0.000000, -0.480000, 0.754153, 0.039616, -0.594854
0.067000, 0.000036, -0.480088, 0.000000, -0.480000, 0.754154, 0.039615, -0.604095
0.068000, 0.000036, -0.480088, 0.000000, -0.480000, 0.754154, 0.039614, -0.613327
0.069000, 0.000036, -0.480089, 0.000000, -0.480000, 0.754155, 0.039613, -0.622551
0.070000, 0.000036, -0.480089, 0.000000, -0.480000, 0.754155, 0.039612, -0.631765
0.071000, 0.000036, -0.480090, 0.000000, -0.480000, 0.754156, 0.039611, -0.640971
0.072000, 0.000036, -0.480090, 0.000000, -0.480000, 0.754157, 0.039610, -0.650168
0.073000, 0.000036, -0.480090, 0.000000, -0.480000, 0.754157, 0.039609, -0.659357
0.074000, 0.000036, -0.480091, 0.000000, -0.480000, 0.754158, 0.039608, -0.668536
0.075000, 0.000036, -0.480091, 0.000000, -0.480000, 0.754159, 0.039607, -0.677708
0.076000, 0.000036, -0.480092, 0.000000, -0.480000, 0.754159, 0.039605, -0.686870
0.077000, 0.000035, -0.480093, 0.000000, -0.480000, 0.754160, 0.039604, -0.696024
0.078000, 0.000035, -0.480093, 0.000000, -0.480000, 0.754161, 0.039603, -0.705169
0.079000, 0.000035, -0.480094, 0.000000, -0.480000, 0.754162, 0.039602, -0.714305
0.080000, 0.000035, -0.480094, 0.000000, -0.480000, 0.754163, 0.039601, -0.723433
0.081000, 0.000035, -0.480095, 0.000000, -0.480000, 0.754164, 0.039600, -0.732552
0.082000, 0.000035, -0.480095, 0.000000, -0.480000, 0.754165, 0.039598, -0.741662
0.083000, 0.000035, -0.480096, 0.000000, -0.480000, 0.754166, 0.039597, -0.750764
0.084000, 0.000035, -0.480097, 0.000000, -0.480000, 0.754167, 0.039596, -0.759857
0.085000, 0.000035, -0.480097, 0.000000, -0.480000, 0.754168, 0.039594, -0.768942
0.086000, 0.000035, -0.480098, 0.000000, -0.480000, 0.754169, 0.039593, -0.778018
0.087000, 0.000035, -0.480099, 0.000000, -0.480000, 0.754170, 0.039592, -0.787086
0.088000, 0.000035, -0.480099, 0.000000, -0.480000, 0.754171, 0.039590, -0.796144
0.089000, 0.000035, -0.480100, 0.000000, -0.480000, 0.754172, 0.039589, -0.805195
0.090000, 0.000035, -0.480101, 0.000000, -0.480000, 0.754173, 0.039588, -0.814237
0.091000, 0.000035, -0.480102, 0.000000, -0.480000, 0.754175, 0.039586, -0.823270
0.092000, 0.000036, -0.480102, 0.000000, -0.480000, 0.754176, 0.039585, -0.832294
0.093000, 0.000036, -0.480103, 0.000000, -0.480000, 0.754177, 0.039583, -0.841311
0.094000, 0.000036, -0.480104, 0.000000, -0.480000, 0.754178, 0.039582, -0.850318
0.095000, 0.000036, -0.480105, 0.000000, -0.480000, 0.754180, 0.039580, -0.859317
0.096000, 0.000036, -0.480106, 0.000000, -0.480000, 0.754181, 0.039579, -0.868308
0.097000, 0.000036, -0.480107, 0.000000, -0.480000, 0.754183, 0.039577, -0.877290
0.098000, 0.000036, -0.480107, 0.000000, -0.480000, 0.754184, 0.039576, -0.886264
0.099000, 0.000036, -0.480108, 0.000000, -0.480000, 0.754185, 0.039574, -0.895229
0.100000, 0.000036, -0.480109, 0.000000, -0.480000, 0.754187, 0.039573, -0.904186
0.101000, 0.000036, -0.480110, 0.000000, -0.480000, 0.754188, 0.039571, -0.913134
0.102000, 0.000036, -0.480111, 0.000000, -0.480000, 0.754190, 0.039569, -0.922074
0.103000, 0.000037, -0.480112, 0.000000, -0.480000, 0.754191, 0.039568, -0.931005
0.104000, 0.000037, -0.480113, 0.000000, -0.480000, 0.754193, 0.039566, -0.939928
0.105000, 0.000037, -0.480114, 0.000000, -0.480000, 0.754195, 0.039565, -0.948842
0.106000, 0.000037, -0.480115, 0.000000, -0.480000, 0.754196, 0.039563, -0.957748
0.107000, 0.000037, -0.480116, 0.000000, -0.480000, 0.754198, 0.039561, -0.966646
0.108000, 0.000037, -0.480117, 0.000000, -0.480000, 0.754200, 0.039559, -0.975535
0.109000, 0.000037, -0.480118, 0.000000, -0.480000, 0.754201, 0.039558, -0.984416
0.110000, 0.000038, -0.480119, 0.000000, -0.480000, 0.754203, 0.039556, -0.993288
0.111000, 0.000038, -0.480120, 0.000000, -0.480000, 0.754205, 0.039554, -1.002152
0.112000, 0.000038, -0.480121, 0.000000, -0.480000, 0.754207, 0.039552, -1.011008
0.113000, 0.000038, -0.480122, 0.000000, -0.480000, 0.754208, 0.039551, -1.019855
0.114000, 0.000038, -0.480123, 0.000000, -0.480000, 0.754210, 0.039549, -1.028694
0.115000, 0.000038, -0.480124, 0.000000, -0.480000, 0.754212, 0.039547, -1.037525
0.116000, 0.000039, -0.480125, 0.000000, -0.480000, 0.754214, 0.039545, -1.046347
0.117000, 0.000039, -0.480126, 0.000000, -0.480000, 0.754216, 0.039543, -1.055161
0.118000, 0.000039, -0.480127, -0.000000, -0.480000, 0.754218, 0.039541, -1.063966
0.119000, 0.000039, -0.480128, 0.000000, -0.480000, 0.754220, 0.039539, -1.072763
0.120000, 0.000039, -0.480129, 0.000000, -0.480000, 0.754222, 0.039538, -1.081552
0.121000, 0.000040, -0.480131, 0.000000, -0.480000, 0.754224, 0.039536, -1.090333
0.122000, 0.000040, -0.480132, 0.000000, -0.480000, 0.754226, 0.039534, -1.099105
0.123000, 0.000040, -0.480133, 0.000000, -0.480000, 0.754228, 0.039532, -1.107869
0.124000, 0.000040, -0.480134, 0.000000, -0.480000, 0.754230, 0.039530, -1.116625
0.125000, 0.000040, -0.480135, 0.000000, -0.480000, 0.754232, 0.039528, -1.125372
0.126000, 0.000041, -0.480136, 0.000000, -0.480000, 0.754234, 0.039526, -1.134112
0.127000, 0.000041, -0.480138, 0.000000, -0.480000, 0.754236, 0.039524, -1.142842
0.128000, 0.000041, -0.480139, 0.000000, -0.480000, 0.754238, 0.039522, -1.151565
0.129000, 0.000041, -0.480140, 0.000000, -0.480000, 0.754240, 0.039520, -1.160280
0.130000, 0.000042, -0.480141, 0.000000, -0.480000, 0.754242, 0.039518, -1.168986
0.131000, 0.000042, -0.480143, 0.000000, -0.480000, 0.754245, 0.039516, -1.177684
0.132000, 0.000042, -0.480144, 0.000000, -0.480000, 0.754247, 0.039514, -1.186373
0.133000, 0.000042, -0.480145, 0.000000, -0.480000, 0.754249, 0.039512, -1.195055
0.134000, 0.000043, -0.480146, 0.000000, -0.480000, 0.754251, 0.039509, -1.203728
0.135000, 0.000043, -0.480148, 0.000000, -0.480000, 0.754254, 0.039507, -1.212393
0.136000, 0.000043, -0.480149, 0.000000, -0.480000, 0.754256, 0.039505, -1.221050
0.137000, 0.000043, -0.480150, 0.000000, -0.480000, 0.754258, 0.039503, -1.229699
0.138000, 0.000044, -0.480151, 0.000000, -0.480000, 0.754260, 0.039501, -1.238340
0.139000, 0.000044, -0.480153, 0.000000, -0.480000, 0.754263, 0.039499, -1.246972
0.140000, 0.000044, -0.480154, 0.000000, -0.480000, 0.754265, 0.039497, -1.255596
0.141000, 0.000045, -0.480155, 0.000000, -0.480000, 0.754267, 0.039495, -1.264213
0.142000, 0.000045, -0.480157, 0.000000, -0.480000, 0.754270, 0.039492, -1.272820
0.143000, 0.000045, -0.480158, 0.000000, -0.480000, 0.754272, 0.039490, -1.281420
0.144000, 0.000045, -0.480159, 0.000000, -0.480000, 0.754275, 0.039488, -1.290012
0.145000, 0.000046, -0.480161, 0.000000, -0.480000, 0.754277, 0.039486, -1.298596
0.146000, 0.000046, -0.480162, 0.000000, -0.480000, 0.754279, 0.039483, -1.307171
0.147000, 0.000046, -0.480164, 0.000000, -0.480000, 0.754282, 0.039481, -1.315738
0.148000, 0.000047, -0.480165, 0.000000, -0.480000, 0.754284, 0.039479, -1.324298
0.149000, 0.000047, -0.480166, 0.000000, -0.480000, 0.754287, 0.039477, -1.332849
0.150000, 0.000047, -0.480168, -0.000000, -0.480000, 0.754289, 0.039474, -1.341392
0.151000, 0.000048, -0.480169, 0.000000, -0.480000, 0.754292, 0.039472, -1.349927
0.152000, 0.000048, -0.480171, 0.000000, -0.480000, 0.754294, 0.039470, -1.358454
0.153000, 0.000048, -0.480172, 0.000000, -0.480000, 0.754297, 0.039468, -1.366973
0.154000, 0.000049, -0.480173, 0.000000, -0.480000, 0.754299, 0.039465, -1.375483
0.155000, 0.000049, -0.480175, 0.000000, -0.480000, 0.754302, 0.039463, -1.383986
0.156000, 0.000049, -0.480176, 0.000000, -0.480000, 0.754304, 0.039461, -1.392481
0.157000, 0.000050, -0.480178, -0.000000, -0.480000, 0.754307, 0.039458, -1.400968
0.158000, 0.000050, -0.480179, 0.000000, -0.480000, 0.754310, 0.039456, -1.409446
0.159000, 0.000050, -0.480181, 0.000000, -0.480000, 0.754312, 0.039453, -1.417917
0.160000, 0.000051, -0.480182, -0.000000, -0.480000, 0.754315, 0.039451, -1.426380
0.161000, 0.000051, -0.480184, 0.000000, -0.480000, 0.754317, 0.039449, -1.434834
0.162000, 0.000051, -0.480185, 0.000000, -0.480000, 0.754320, 0.039446, -1.443281
0.163000, 0.000052, -0.480187, 0.000000, -0.480000, 0.754323, 0.039444, -1.451720
0.164000, 0.000052, -0.480188, 0.000000, -0.480000, 0.754325, 0.039442, -1.460150
0.165000, 0.000052, -0.480190, 0.000000, -0.480000, 0.754328, 0.039439, -1.468573
0.166000, 0.000053, -0.480191, 0.000000, -0.480000, 0.754331, 0.039437, -1.476988
0.167000, 0.000053, -0.480193, 0.000000, -0.480000, 0.754333, 0.039434, -1.485395
0.168000, 0.000053, -0.480194, 0.000000, -0.480000, 0.754336, 0.039432, -1.493793
0.169000, 0.000054, -0.480196, 0.000000, -0.480000, 0.754339, 0.039429, -1.502184
0.170000, 0.000054, -0.480197, 0.000000, -0.480000, 0.754342, 0.039427, -1.510567
0.171000, 0.000054, -0.480199, 0.000000, -0.480000, 0.754344, 0.039424, -1.518942
0.172000, 0.000055, -0.480200, 0.000000, -0.480000, 0.754347, 0.039422, -1.527310
0.173000, 0.000055, -0.480202, -0.000000, -0.480000, 0.754350, 0.039420, -1.535669
0.174000, 0.000055, -0.480203, 0.000000, -0.480000, 0.754353, 0.039417, -1.544020
0.175000, 0.000056, -0.480205, 0.000000, -0.480000, 0.754355, 0.039415, -1.552364
0.176000, 0.000056, -0.480206, 0.000000, -0.480000, 0.754358, 0.039412, -1.560699
0.177000, 0.000057, -0.480208, 0.000000, -0.480000, 0.754361, 0.039410, -1.569027
0.178000, 0.000057, -0.480210, 0.000000, -0.480000, 0.754364, 0.039407, -1.577346
0.179000, 0.000057, -0.480211, 0.000000, -0.480000, 0.754367, 0.039404, -1.585658
0.180000, 0.000058, -0.480213, 0.000000, -0.480000, 0.754369, 0.039402, -1.593962
0.181000, 0.000058, -0.480214, 0.000000, -0.480000, 0.754372, 0.039399, -1.602259
0.182000, 0.000058, -0.480216, 0.000000, -0.480000, 0.754375, 0.039397, -1.610547
0.183000, 0.000059, -0.480218, 0.000000, -0.480000, 0.754378, 0.039394, -1.618827
0.184000, 0.000059, -0.480219, 0.000000, -0.480000, 0.754381, 0.039392, -1.627100
0.185000, 0.000060, -0.480221, 0.000000, -0.480000, 0.754384, 0.039389, -1.635365
0.186000, 0.000060, -0.480222, 0.000000, -0.480000, 0.754387, 0.039387, -1.643622
0.187000, 0.000060, -0.480224, -0.000000, -0.480000, 0.754389, 0.039384, -1.651871
0.188000, 0.000061, -0.480226, 0.000000, -0.480000, 0.754392, 0.039381, -1.660113
0.189000, 0.000061, -0.480227, 0.000000, -0.480000, 0.754395, 0.039379, -1.668346
0.190000, 0.000061, -0.480229, 0.000000, -0.480000, 0.754398, 0.039376, -1.676572
0.191000, 0.000062, -0.480230, 0.000000, -0.480000, 0.754401, 0.039374, -1.684790
0.192000, 0.000062, -0.480232, 0.000000, -0.480000, 0.754404, 0.039371, -1.693000
0.193000, 0.000063, -0.480234, 0.000000, -0.480000, 0.754407, 0.039368, -1.701203
0.194000, 0.000063, -0.480235, 0.000000, -0.480000, 0.754410, 0.039366, -1.709398
0.195000, 0.000063, -0.480237, 0.000000, -0.480000, 0.754413, 0.039363, -1.717585
0.196000, 0.000064, -0.480239, 0.000000, -0.480000, 0.754416, 0.039361, -1.725764
0.197000, 0.000064, -0.480240, 0.000000, -0.480000, 0.754419, 0.039358, -1.733936
0.198000, 0.000065, -0.480242, 0.000000, -0.480000, 0.754422, 0.039355, -1.742099
0.199000, 0.000065, -0.480244, 0.000000, -0.480000, 0.754425, 0.039353, -1.750256
0.200000, 0.000065, -0.480245, -0.000000, -0.480000, 0.754428, 0.039350, -1.758404
0.201000, 0.000066, -0.480247, 0.000000, -0.480000, 0.754430, 0.039347, -1.766545
0.202000, 0.000066, -0.480249, -0.000000, -0.480000, 0.754433, 0.039345, -1.774678
0.203000, 0.000067, -0.480250, 0.000000, -0.480000, 0.754436, 0.039342, -1.782803
0.204000, 0.000067, -0.480252, 0.000000, -0.480000, 0.754439, 0.039339, -1.790920
0.205000, 0.000067, -0.480254, 0.000000, -0.480000, 0.754442, 0.039337, -1.799030
0.206000, 0.000068, -0.480255, 0.000000, -0.480000, 0.754445, 0.039334, -1.807133
0.207000, 0.000068, -0.480257, 0.000000, -0.480000, 0.754448, 0.039331, -1.815227
0.208000, 0.000069, -0.480259, 0.000000, -0.480000, 0.754451, 0.039329, -1.823314
0.209000, 0.000069, -0.480260, 0.000000, -0.480000, 0.754454, 0.039326, -1.831393
0.210000, 0.000069, -0.480262, -0.000000, -0.480000, 0.754458, 0.039323, -1.839465
0.211000, 0.000070, -0.480264, -0.000000, -0.480000, 0.754461, 0.039321, -1.847529
0.212000, 0.000070, -0.480265, 0.000000, -0.480000, 0.754464, 0.039318, -1.855585
0.213000, 0.000071, -0.480267, 0.000000, -0.480000, 0.754467, 0.039315, -1.863634
0.214000, 0.000071, -0.480269, 0.000000, -0.480000, 0.754470, 0.039312, -1.871675
0.215000, 0.000071, -0.480270, 0.000000, -0.480000, 0.754473, 0.039310, -1.879709
0.216000, 0.000072, -0.480272, -0.000000, -0.480000, 0.754476, 0.039307, -1.887735
0.217000, 0.000072, -0.480274, 0.000000, -0.480000, 0.754479, 0.039304, -1.895753
0.218000, 0.000073, -0.480276, -0.000000, -0.480000, 0.754482, 0.039301, -1.903764
0.219000, 0.000073, -0.480277, 0.000000, -0.480000, 0.754485, 0.039299, -1.911767
0.220000, 0.000073, -0.480279, 0.000000, -0.480000, 0.754488, 0.039296, -1.919763
0.221000, 0.000074, -0.480281, 0.000000, -0.480000, 0.754491, 0.039293, -1.927751
0.222000, 0.000074, -0.480282, -0.000000, -0.480000, 0.754494, 0.039291, -1.935731
0.223000, 0.000075, -0.480284, 0.000000, -0.480000, 0.754497, 0.039288, -1.943704
0.224000, 0.000075, -0.480286, 0.000000, -0.480000, 0.754500, 0.039285, -1.951669
0.225000, 0.000076, -0.480288, -0.000000, -0.480000, 0.754503, 0.039282, -1.959627
0.226000, 0.000076, -0.480289, 0.000000, -0.480000, 0.754507, 0.039279, -1.967578
0.227000, 0.000076, -0.480291, 0.000000, -0.480000, 0.754510, 0.039277, -1.975520
0.228000, 0.000077, -0.480293, 0.000000, -0.479927, 0.754513, 0.039274, -1.983456
0.229000, 0.000082, -0.480292, 0.000000, -0.479762, 0.754516, 0.039285, -1.991419
0.230000, 0.000103, -0.480282, -0.000000, -0.479591, 0.754520, 0.039337, -1.999605
0.231000, 0.000143, -0.480261, 0.000000, -0.479414, 0.754523, 0.039442, -2.008085
0.232000, 0.000196, -0.480229, 0.000000, -0.479234, 0.754522, 0.039589, -2.016660
0.233000, 0.000253, -0.480188, 0.000000, -0.479054, 0.754510, 0.039758, -2.025220
0.234000, 0.000306, -0.480142, -0.000000, -0.478874, 0.754486, 0.039932, -2.033719
0.235000, 0.000349, -0.480091, 0.000000, -0.478694, 0.754446, 0.040098, -2.042156
0.236000, 0.000382, -0.480037, 0.000000, -0.478515, 0.754391, 0.040257, -2.050553
0.237000, 0.000408, -0.479979, -0.000000, -0.478335, 0.754324, 0.040414, -2.058931
0.238000, 0.000432, -0.479915, 0.000000, -0.478154, 0.754245, 0.040576, -2.067302
0.239000, 0.000454, -0.479846, -0.000000, -0.477973, 0.754157, 0.040749, -2.075665
0.240000, 0.000478, -0.479771, 0.000000, -0.477791, 0.754060, 0.040934, -2.084010
0.241000, 0.000502, -0.479690, 0.000000, -0.477610, 0.753955, 0.041131, -2.092325
0.242000, 0.000525, -0.479604, -0.000000, -0.477428, 0.753841, 0.041338, -2.100601
0.243000, 0.000547, -0.479514, 0.000000, -0.477246, 0.753720, 0.041550, -2.108837
0.244000, 0.000567, -0.479420, 0.000000, -0.477065, 0.753590, 0.041765, -2.117034
0.245000, 0.000584, -0.479323, 0.000000, -0.476883, 0.753453, 0.041984, -2.125200
0.246000, 0.000599, -0.479222, 0.000000, -0.476701, 0.753308, 0.042206, -2.133341
0.247000, 0.000612, -0.479118, -0.000000, -0.476519, 0.753156, 0.042432, -2.141460
0.248000, 0.000625, -0.479011, 0.000000, -0.476337, 0.752999, 0.042663, -2.149559
0.249000, 0.000636, -0.478900, 0.000000, -0.476154, 0.752835, 0.042899, -2.157638
0.250000, 0.000647, -0.478787, 0.000000, -0.475971, 0.752666, 0.043141, -2.165697
0.251000, 0.000658, -0.478670, 0.000000, -0.475788, 0.752492, 0.043388, -2.173735
0.252000, 0.000667, -0.478550, 0.000000, -0.475605, 0.752313, 0.043638, -2.181751
0.253000, 0.000676, -0.478428, -0.000000, -0.475421, 0.752129, 0.043893, -2.189747
0.254000, 0.000684, -0.478304, -0.000000, -0.475237, 0.751940, 0.044151, -2.197724
0.255000, 0.000691, -0.478177, 0.000000, -0.475052, 0.751747, 0.044412, -2.205684
0.256000, 0.000697, -0.478047, 0.000000, -0.474868, 0.751549, 0.044676, -2.213627
0.257000, 0.000703, -0.477916, -0.000000, -0.474682, 0.751347, 0.044944, -2.221555
0.258000, 0.000708, -0.477782, -0.000000, -0.474497, 0.751142, 0.045216, -2.229468
0.259000, 0.000713, -0.477647, 0.000000, -0.474311, 0.750932, 0.045491, -2.237366
0.260000, 0.000717, -0.477509, -0.000000, -0.474125, 0.750719, 0.045769, -2.245250
0.261000, 0.000721, -0.477369, 0.000000, -0.473938, 0.750503, 0.046050, -2.253120
0.262000, 0.000725, -0.477228, -0.000000, -0.473751, 0.750283, 0.046334, -2.260976
0.263000, 0.000728, -0.477084, 0.000000, -0.473563, 0.750061, 0.046621, -2.268818
0.264000, 0.000730, -0.476939, 0.000000, -0.473376, 0.749835, 0.046911, -2.276648
0.265000, 0.000733, -0.476792, 0.000000, -0.473187, 0.749606, 0.047204, -2.284465
0.266000, 0.000735, -0.476644, -0.000000, -0.472998, 0.749374, 0.047499, -2.292271
0.267000, 0.000737, -0.476494, 0.000000, -0.472809, 0.749139, 0.047797, -2.300064
0.268000, 0.000738, -0.476342, -0.000000, -0.472620, 0.748902, 0.048098, -2.307847
0.269000, 0.000739, -0.476189, -0.000000, -0.472429, 0.748662, 0.048401, -2.315618
0.270000, 0.000741, -0.476035, 0.000000, -0.472239, 0.748420, 0.048707, -2.323378
0.271000, 0.000741, -0.475879, 0.000000, -0.472048, 0.748175, 0.049016, -2.331127
0.272000, 0.000742, -0.475721, 0.000000, -0.471856, 0.747928, 0.049326, -2.338866
0.273000, 0.000742, -0.475562, -0.000000, -0.471665, 0.747678, 0.049640, -2.346594
0.274000, 0.000743, -0.475402, -0.000000, -0.471472, 0.747426, 0.049955, -2.354312
0.275000, 0.000743, -0.475241, 0.000000, -0.471279, 0.747172, 0.050273, -2.362021
0.276000, 0.000743, -0.475078, 0.000000, -0.471086, 0.746916, 0.050593, -2.369719
0.277000, 0.000743, -0.474914, 0.000000, -0.470892, 0.746658, 0.050916, -2.377408
0.278000, 0.000743, -0.474748, -0.000000, -0.470698, 0.746397, 0.051240, -2.385088
0.279000, 0.000742, -0.474582, 0.000000, -0.470504, 0.746135, 0.051567, -2.392758
0.280000, 0.000742, -0.474414, 0.000000, -0.470308, 0.745870, 0.051896, -2.400419
0.281000, 0.000741, -0.474245, 0.000000, -0.470113, 0.745604, 0.052227, -2.408070
0.282000, 0.000741, -0.474075, 0.000000, -0.469917, 0.745336, 0.052561, -2.415713
0.283000, 0.000740, -0.473904, -0.000000, -0.469720, 0.745065, 0.052896, -2.423347
0.284000, 0.000739, -0.473731, 0.000000, -0.469523, 0.744793, 0.053233, -2.430972
0.285000, 0.000738, -0.473558, 0.000000, -0.469326, 0.744520, 0.053573, -2.438588
0.286000, 0.000737, -0.473383, 0.000000, -0.469128, 0.744244, 0.053914, -2.446196
0.287000, 0.000736, -0.473208, 0.000000, -0.468929, 0.743967, 0.054258, -2.453795
0.288000, 0.000735, -0.473031, -0.000000, -0.468730, 0.743687, 0.054603, -2.461385
0.289000, 0.000734, -0.472853, 0.000000, -0.468531, 0.743407, 0.054951, -2.468968
0.290000, 0.000733, -0.472674, 0.000000, -0.468331, 0.743124, 0.055300, -2.476541
0.291000, 0.000732, -0.472494, 0.000000, -0.468130, 0.742840, 0.055651, -2.484107
0.292000, 0.000731, -0.472314, 0.000000, -0.467930, 0.742554, 0.056004, -2.491664
0.293000, 0.000730, -0.472132, 0.000000, -0.467728, 0.742267, 0.056359, -2.499213
0.294000, 0.000728, -0.471949, 0.000000, -0.467526, 0.741978, 0.056716, -2.506754
0.295000, 0.000727, -0.471765, 0.000000, -0.467324, 0.741688, 0.057075, -2.514287
0.296000, 0.000726, -0.471580, 0.000000, -0.467121, 0.741395, 0.057435, -2.521812
